CustomerID,CustomerName,Email,Country,Region,JoinDate,CustomerTier,LifetimeSpend
CUST000117,Customer 117,customer117@email.com,Japan,West,27/05/2022,Silver,257.18
CUST000118,Customer 118,customer118@email.com,UK,South,16/07/2022,Bronze,129.39
CUST000119,Customer 119,customer119@email.com,Canada,Central,26/04/2023,Bronze,478.76
CUST000120,Customer 120,customer120@email.com,UK,Central,11/10/2023,Platinum,1479.19
CUST000121,Customer 121,customer121@email.com,UK,South,23/09/2021,Silver,120.07
CUST000122,Customer 122,customer122@email.com,USA,West,27/11/2024,Gold,165.12
CUST000123,Customer 123,customer123@email.com,India,Central,30/08/2022,Gold,400.92
CUST000124,Customer 124,customer124@email.com,Germany,Central,12/01/2025,Silver,1458.1
CUST000125,Customer 125,customer125@email.com,India,South,21/06/2023,Gold,290.01
CUST000126,Customer 126,customer126@email.com,India,West,25/05/2026,Gold,453.86
CUST000127,Customer 127,customer127@email.com,Australia,South,13/04/2024,Silver,121.23
CUST000128,Customer 128,customer128@email.com,UK,East,12/10/2026,Bronze,180.29
CUST000129,Customer 129,customer129@email.com,Japan,Central,22/05/2025,Bronze,2257.38
CUST000130,Customer 130,customer130@email.com,Canada,East,14/10/2025,Bronze,1777.9
CUST000131,Customer 131,customer131@email.com,France,West,18/10/2021,Silver,102.48
CUST000132,Customer 132,customer132@email.com,Canada,South,26/11/2024,Platinum,1616.32
CUST000133,Customer 133,customer133@email.com,USA,West,02/12/2023,Bronze,609.6
CUST000134,Customer 134,customer134@email.com,Japan,South,11/06/2024,Platinum,1112.17
CUST000135,Customer 135,customer135@email.com,Japan,South,30/11/2020,Bronze,403.25
CUST000136,Customer 136,customer136@email.com,Canada,East,29/07/2023,Silver,462.42
CUST000137,Customer 137,customer137@email.com,USA,East,17/07/2021,Platinum,435.54
CUST000138,Customer 138,customer138@email.com,India,West,22/07/2021,Bronze,649.6
CUST000139,Customer 139,customer139@email.com,USA,East,20/11/2020,Silver,175.21
CUST000140,Customer 140,customer140@email.com,Australia,North,04/09/2021,Gold,115.22
CUST000141,Customer 141,customer141@email.com,France,North,31/08/2022,Bronze,284.03
CUST000142,Customer 142,customer142@email.com,Australia,Central,03/09/2022,Platinum,709.85
CUST000143,Customer 143,customer143@email.com,Canada,West,14/09/2020,Bronze,212.73
CUST000144,Customer 144,customer144@email.com,Germany,South,11/10/2025,Gold,659.56
CUST000145,Customer 145,customer145@email.com,USA,Central,24/10/2024,Gold,1851.82
CUST000146,Customer 146,customer146@email.com,Australia,South,12/09/2022,Bronze,149.3
CUST000147,Customer 147,customer147@email.com,Japan,North,14/11/2025,Bronze,658.29
CUST000148,Customer 148,customer148@email.com,India,North,18/05/2024,Platinum,393.27
CUST000149,Customer 149,customer149@email.com,France,North,09/03/2024,Gold,1113.02
CUST000150,Customer 150,customer150@email.com,Japan,South,03/10/2020,Bronze,197.49
CUST000151,Customer 151,customer151@email.com,Japan,South,11/07/2026,Bronze,689.84
CUST000152,Customer 152,customer152@email.com,Japan,South,14/12/2023,Platinum,1010.44
CUST000153,Customer 153,customer153@email.com,UK,South,14/05/2025,Bronze,1546.72
CUST000154,Customer 154,customer154@email.com,USA,East,17/02/2025,Silver,674.82
CUST000155,Customer 155,customer155@email.com,Germany,North,28/06/2020,Gold,443.76
CUST000156,Customer 156,customer156@email.com,Australia,Central,24/06/2023,Platinum,580.97
CUST000157,Customer 157,customer157@email.com,USA,South,03/11/2022,Gold,1115.92
CUST000158,Customer 158,customer158@email.com,USA,East,02/01/2024,Gold,522.69
CUST000159,Customer 159,customer159@email.com,Japan,West,24/05/2021,Platinum,115.43
CUST000160,Customer 160,customer160@email.com,Australia,East,06/12/2024,Silver,1436.45
CUST000161,Customer 161,customer161@email.com,India,East,25/07/2025,Gold,684.83
CUST000162,Customer 162,customer162@email.com,Australia,North,04/12/2020,Platinum,664.3
CUST000163,Customer 163,customer163@email.com,UK,Central,03/10/2026,Gold,221.47
CUST000164,Customer 164,customer164@email.com,Canada,North,08/08/2023,Gold,637.77
CUST000165,Customer 165,customer165@email.com,France,West,25/04/2023,Platinum,350.33
CUST000166,Customer 166,customer166@email.com,India,East,13/11/2021,Platinum,626.68
CUST000167,Customer 167,customer167@email.com,Japan,Central,22/06/2020,Platinum,156.36
CUST000168,Customer 168,customer168@email.com,USA,North,29/01/2023,Platinum,636.25
CUST000169,Customer 169,customer169@email.com,UK,North,28/01/2024,Silver,3820.86
CUST000170,Customer 170,customer170@email.com,India,North,24/10/2026,Silver,124.71
CUST000171,Customer 171,customer171@email.com,Germany,East,02/10/2020,Gold,1989.93
CUST000172,Customer 172,customer172@email.com,USA,Central,17/04/2024,Silver,361.2
CUST000173,Customer 173,customer173@email.com,Japan,East,16/01/2025,Platinum,1123.02
CUST000174,Customer 174,customer174@email.com,UK,Central,10/11/2020,Gold,862.52
CUST000175,Customer 175,customer175@email.com,Japan,East,18/06/2024,Silver,518.53
CUST000176,Customer 176,customer176@email.com,USA,South,09/04/2021,Platinum,770.56
CUST000177,Customer 177,customer177@email.com,Australia,Central,21/10/2025,Bronze,1153.98
CUST000178,Customer 178,customer178@email.com,France,West,08/12/2022,Silver,358.88
CUST000179,Customer 179,customer179@email.com,France,West,11/11/2026,Silver,298.03
CUST000180,Customer 180,customer180@email.com,UK,North,17/05/2021,Platinum,650.7
CUST000181,Customer 181,customer181@email.com,India,North,08/12/2021,Gold,924.73
CUST000182,Customer 182,customer182@email.com,Canada,Central,24/11/2023,Gold,818.34
CUST000183,Customer 183,customer183@email.com,UK,South,13/05/2023,Gold,899.28
CUST000184,Customer 184,customer184@email.com,Germany,North,14/09/2025,Silver,385.98
CUST000185,Customer 185,customer185@email.com,Germany,West,22/07/2021,Bronze,951.42
CUST000186,Customer 186,customer186@email.com,Japan,West,18/01/2024,Silver,164.04
CUST000187,Customer 187,customer187@email.com,Canada,North,11/11/2026,Gold,493.17
CUST000188,Customer 188,customer188@email.com,India,Central,18/06/2024,Platinum,102.89
CUST000189,Customer 189,customer189@email.com,Canada,South,04/08/2024,Gold,296.21
CUST000190,Customer 190,customer190@email.com,India,West,30/10/2020,Gold,328.22
CUST000191,Customer 191,customer191@email.com,UK,South,09/06/2021,Platinum,352.23
CUST000192,Customer 192,customer192@email.com,USA,North,21/08/2025,Silver,694.49
CUST000193,Customer 193,customer193@email.com,UK,South,30/05/2023,Gold,345.97
CUST000194,Customer 194,customer194@email.com,Japan,Central,12/07/2022,Gold,397.73
CUST000195,Customer 195,customer195@email.com,France,South,19/11/2020,Gold,235.61
CUST000196,Customer 196,customer196@email.com,France,Central,27/05/2021,Bronze,333.61
CUST000197,Customer 197,customer197@email.com,UK,Central,20/08/2025,Silver,228.91
CUST000198,Customer 198,customer198@email.com,Japan,Central,02/12/2021,Bronze,138.01
CUST000199,Customer 199,customer199@email.com,Canada,North,26/04/2020,Gold,562.47
CUST000200,Customer 200,customer200@email.com,Australia,Central,13/05/2022,Bronze,651.63
CUST000201,Customer 201,customer201@email.com,France,East,01/08/2025,Platinum,583.12
CUST000202,Customer 202,customer202@email.com,Australia,East,30/09/2022,Platinum,411.34
CUST000203,Customer 203,customer203@email.com,USA,South,25/10/2020,Platinum,338.85
CUST000204,Customer 204,customer204@email.com,India,West,29/08/2024,Silver,1095.11
CUST000205,Customer 205,customer205@email.com,UK,East,25/10/2023,Gold,466.03
CUST000206,Customer 206,customer206@email.com,Australia,South,15/11/2023,Gold,426.18
CUST000207,Customer 207,customer207@email.com,Canada,East,10/10/2025,Silver,112.99
CUST000208,Customer 208,customer208@email.com,Canada,East,25/03/2025,Platinum,308.7
CUST000209,Customer 209,customer209@email.com,UK,North,12/10/2022,Bronze,339.18
CUST000210,Customer 210,customer210@email.com,Australia,Central,03/04/2023,Platinum,354.43
CUST000211,Customer 211,customer211@email.com,UK,East,13/10/2022,Gold,533.96
CUST000212,Customer 212,customer212@email.com,UK,West,16/02/2022,Platinum,481.36
CUST000213,Customer 213,customer213@email.com,France,West,04/08/2025,Bronze,568.13
CUST000214,Customer 214,customer214@email.com,Australia,Central,03/01/2021,Platinum,823.84
CUST000215,Customer 215,customer215@email.com,Germany,Central,13/09/2022,Gold,938.29
CUST000216,Customer 216,customer216@email.com,USA,East,18/07/2020,Platinum,733.14
CUST000217,Customer 217,customer217@email.com,India,East,13/09/2026,Bronze,1656.4
CUST000218,Customer 218,customer218@email.com,Australia,South,16/03/2021,Gold,109.2
CUST000219,Customer 219,customer219@email.com,Australia,East,07/02/2024,Bronze,208.94
CUST000220,Customer 220,customer220@email.com,USA,Central,28/06/2024,Silver,103.8
CUST000221,Customer 221,customer221@email.com,France,North,24/01/2024,Platinum,621.32
CUST000222,Customer 222,customer222@email.com,India,Central,27/08/2025,Gold,1241.54
CUST000223,Customer 223,customer223@email.com,Canada,South,27/12/2026,Bronze,239.51
CUST000224,Customer 224,customer224@email.com,Japan,East,01/06/2024,Gold,1408.88
CUST000225,Customer 225,customer225@email.com,Germany,Central,13/08/2021,Platinum,131.08
CUST000226,Customer 226,customer226@email.com,USA,North,10/08/2025,Bronze,1462.36
CUST000227,Customer 227,customer227@email.com,Japan,West,15/07/2021,Platinum,316.64
CUST000228,Customer 228,customer228@email.com,UK,East,02/09/2021,Gold,153.47
CUST000229,Customer 229,customer229@email.com,Australia,Central,27/10/2021,Gold,432.64
CUST000230,Customer 230,customer230@email.com,Japan,Central,28/08/2026,Platinum,248.38
CUST000231,Customer 231,customer231@email.com,France,West,24/04/2026,Bronze,267.65
CUST000232,Customer 232,customer232@email.com,Japan,North,17/02/2024,Platinum,283.57
CUST000233,Customer 233,customer233@email.com,France,North,18/07/2026,Platinum,912.34
CUST000234,Customer 234,customer234@email.com,Germany,North,23/12/2022,Platinum,487.35
CUST000235,Customer 235,customer235@email.com,Australia,South,29/11/2021,Silver,286.48
CUST000236,Customer 236,customer236@email.com,Canada,South,09/05/2020,Bronze,571.23
CUST000237,Customer 237,customer237@email.com,Japan,West,11/12/2024,Silver,729.66
CUST000238,Customer 238,customer238@email.com,Germany,West,18/08/2024,Platinum,259.16
CUST000239,Customer 239,customer239@email.com,UK,Central,12/09/2020,Silver,366.83
CUST000240,Customer 240,customer240@email.com,Japan,West,16/04/2026,Platinum,164.99
CUST000241,Customer 241,customer241@email.com,UK,West,09/07/2023,Gold,199.93
CUST000242,Customer 242,customer242@email.com,Japan,East,15/02/2026,Platinum,671.47
CUST000243,Customer 243,customer243@email.com,Germany,East,26/02/2022,Gold,200.1
CUST000244,Customer 244,customer244@email.com,France,East,10/07/2022,Silver,472.39
CUST000245,Customer 245,customer245@email.com,Japan,West,25/06/2025,Gold,717.3
CUST000246,Customer 246,customer246@email.com,France,East,14/04/2026,Bronze,156.52
CUST000247,Customer 247,customer247@email.com,Australia,West,06/06/2026,Gold,518.87
CUST000248,Customer 248,customer248@email.com,France,North,22/08/2021,Gold,248.24
CUST000249,Customer 249,customer249@email.com,Japan,West,19/11/2020,Gold,1747.43
CUST000250,Customer 250,customer250@email.com,Germany,South,16/05/2025,Gold,430.38
CUST000251,Customer 251,customer251@email.com,France,South,21/04/2026,Bronze,919.93
CUST000252,Customer 252,customer252@email.com,Germany,South,26/11/2026,Bronze,499.51
CUST000253,Customer 253,customer253@email.com,Germany,South,15/12/2025,Bronze,122.19
CUST000254,Customer 254,customer254@email.com,Australia,East,14/02/2021,Platinum,601.4
CUST000255,Customer 255,customer255@email.com,UK,North,15/02/2021,Silver,1612.1
CUST000256,Customer 256,customer256@email.com,India,West,24/07/2024,Silver,560.16
CUST000257,Customer 257,customer257@email.com,Japan,East,22/03/2023,Bronze,955.15
CUST000258,Customer 258,customer258@email.com,Germany,Central,01/01/2021,Bronze,1177.97
CUST000259,Customer 259,customer259@email.com,Australia,South,18/12/2021,Bronze,229.44
CUST000260,Customer 260,customer260@email.com,India,South,14/06/2024,Gold,219.16
CUST000261,Customer 261,customer261@email.com,USA,East,02/06/2020,Bronze,572.06
CUST000262,Customer 262,customer262@email.com,France,West,04/10/2023,Platinum,364.69
CUST000263,Customer 263,customer263@email.com,India,East,03/07/2021,Silver,1015.86
CUST000264,Customer 264,customer264@email.com,Japan,South,06/04/2021,Platinum,1251.41
CUST000265,Customer 265,customer265@email.com,UK,North,19/11/2022,Gold,318.03
CUST000266,Customer 266,customer266@email.com,Germany,South,23/04/2023,Platinum,235.16
CUST000267,Customer 267,customer267@email.com,Japan,North,17/10/2024,Platinum,858.26
CUST000268,Customer 268,customer268@email.com,UK,South,25/01/2021,Platinum,260.66
CUST000269,Customer 269,customer269@email.com,Germany,North,18/08/2023,Gold,964.71
CUST000270,Customer 270,customer270@email.com,Germany,West,20/04/2024,Gold,375.6
CUST000271,Customer 271,customer271@email.com,France,Central,12/09/2023,Bronze,650.63
CUST000272,Customer 272,customer272@email.com,Japan,South,07/12/2022,Bronze,150.21
CUST000273,Customer 273,customer273@email.com,India,East,29/04/2021,Silver,588.9
CUST000274,Customer 274,customer274@email.com,France,North,18/07/2024,Gold,400.53
CUST000275,Customer 275,customer275@email.com,Germany,South,14/02/2024,Silver,541.68
CUST000276,Customer 276,customer276@email.com,UK,West,12/05/2025,Gold,191.97
CUST000277,Customer 277,customer277@email.com,India,Central,30/08/2024,Silver,767.56
CUST000278,Customer 278,customer278@email.com,Canada,Central,10/10/2022,Platinum,1093.15
CUST000279,Customer 279,customer279@email.com,Japan,North,03/12/2025,Bronze,222.15
CUST000280,Customer 280,customer280@email.com,Germany,Central,09/09/2020,Silver,150.31
CUST000281,Customer 281,customer281@email.com,Japan,Central,04/11/2021,Platinum,111.96
CUST000282,Customer 282,customer282@email.com,Germany,Central,21/04/2021,Platinum,613.57
CUST000283,Customer 283,customer283@email.com,India,North,07/01/2021,Platinum,567.09
CUST000284,Customer 284,customer284@email.com,Australia,West,24/06/2021,Bronze,495.6
CUST000285,Customer 285,customer285@email.com,India,East,07/04/2026,Bronze,231.95
CUST000286,Customer 286,customer286@email.com,France,North,09/06/2024,Silver,347.89
CUST000287,Customer 287,customer287@email.com,Canada,North,26/06/2026,Platinum,551.29
CUST000288,Customer 288,customer288@email.com,Canada,Central,12/11/2023,Bronze,443.35
CUST000289,Customer 289,customer289@email.com,India,North,09/10/2020,Gold,2302.57
CUST000290,Customer 290,customer290@email.com,UK,South,01/08/2024,Platinum,173.35
CUST000291,Customer 291,customer291@email.com,Australia,West,13/03/2024,Platinum,693.96
CUST000292,Customer 292,customer292@email.com,Canada,Central,18/03/2024,Silver,359.02
CUST000293,Customer 293,customer293@email.com,Canada,South,25/11/2023,Platinum,379.48
CUST000294,Customer 294,customer294@email.com,UK,South,06/12/2025,Bronze,732.21
CUST000295,Customer 295,customer295@email.com,France,West,03/04/2020,Platinum,689.54
CUST000296,Customer 296,customer296@email.com,Australia,South,18/12/2025,Silver,2469.69
CUST000297,Customer 297,customer297@email.com,Japan,South,01/03/2025,Gold,168.71
CUST000298,Customer 298,customer298@email.com,Canada,North,11/02/2022,Platinum,154.97
CUST000299,Customer 299,customer299@email.com,USA,South,23/11/2026,Silver,744.29
CUST000300,Customer 300,customer300@email.com,Canada,Central,02/10/2020,Bronze,531.83
CUST000301,Customer 301,customer301@email.com,USA,South,02/01/2025,Bronze,260.21
CUST000302,Customer 302,customer302@email.com,India,South,05/07/2024,Silver,141.38
CUST000303,Customer 303,customer303@email.com,UK,Central,19/08/2020,Gold,144.78
CUST000304,Customer 304,customer304@email.com,Japan,Central,17/08/2022,Gold,1223.06
CUST000305,Customer 305,customer305@email.com,France,South,28/08/2022,Silver,206.51
CUST000306,Customer 306,customer306@email.com,France,East,20/08/2024,Bronze,295.32
CUST000307,Customer 307,customer307@email.com,UK,West,30/03/2026,Platinum,228.52
CUST000308,Customer 308,customer308@email.com,Japan,West,11/07/2020,Gold,319.25
CUST000309,Customer 309,customer309@email.com,Australia,South,01/09/2024,Gold,135.98
CUST000310,Customer 310,customer310@email.com,UK,Central,21/03/2024,Platinum,466.01
CUST000311,Customer 311,customer311@email.com,Germany,East,14/09/2022,Silver,135
CUST000312,Customer 312,customer312@email.com,USA,Central,11/03/2025,Platinum,905.61
CUST000313,Customer 313,customer313@email.com,UK,West,02/09/2024,Silver,233.1
CUST000314,Customer 314,customer314@email.com,Germany,East,10/11/2022,Bronze,488.28
CUST000315,Customer 315,customer315@email.com,Japan,North,16/01/2025,Silver,1160.46
CUST000316,Customer 316,customer316@email.com,France,West,30/07/2020,Bronze,626.17
CUST000317,Customer 317,customer317@email.com,Germany,Central,25/10/2020,Silver,480.67
CUST000318,Customer 318,customer318@email.com,Germany,East,17/05/2025,Gold,296.03
CUST000319,Customer 319,customer319@email.com,Germany,South,03/03/2020,Bronze,302.48
CUST000320,Customer 320,customer320@email.com,Germany,Central,15/05/2025,Silver,653.55
CUST000321,Customer 321,customer321@email.com,Germany,Central,12/06/2024,Gold,2669.75
CUST000322,Customer 322,customer322@email.com,Australia,West,05/03/2023,Gold,642.12
CUST000323,Customer 323,customer323@email.com,France,East,17/06/2023,Platinum,507.98
CUST000324,Customer 324,customer324@email.com,Canada,West,23/03/2025,Gold,755.87
CUST000325,Customer 325,customer325@email.com,Japan,East,12/04/2022,Platinum,412.94
CUST000326,Customer 326,customer326@email.com,Germany,South,06/07/2020,Bronze,131.01
CUST000327,Customer 327,customer327@email.com,Australia,East,04/12/2022,Silver,513.11
CUST000328,Customer 328,customer328@email.com,Japan,South,14/03/2022,Platinum,1680.6
CUST000329,Customer 329,customer329@email.com,Germany,West,22/05/2026,Gold,196.37
CUST000330,Customer 330,customer330@email.com,India,West,20/11/2022,Platinum,685.6
CUST000331,Customer 331,customer331@email.com,Japan,South,20/11/2021,Silver,212.16
CUST000332,Customer 332,customer332@email.com,India,South,16/02/2026,Bronze,483.75
CUST000333,Customer 333,customer333@email.com,USA,North,16/11/2025,Bronze,150.84
CUST000334,Customer 334,customer334@email.com,Australia,South,27/01/2020,Silver,399.26
CUST000335,Customer 335,customer335@email.com,UK,North,05/10/2020,Silver,805.63
CUST000336,Customer 336,customer336@email.com,India,East,02/09/2025,Bronze,313.53
CUST000337,Customer 337,customer337@email.com,India,West,05/12/2026,Bronze,646.68
CUST000338,Customer 338,customer338@email.com,Australia,North,28/01/2020,Bronze,893.47
